id,DateTime,DateTimeUTC,driver,device,status,origin,state,malfunction,version,sequence,eventRecordStatus,eventCode,eventType,deferralStatus,deferralMinutes,isIgnored,eventCheckSum,isTransitioning
aHrdqgfe39EqjwFjsksHJ8w,2024-05-21 21:47,2024-05-22 01:47:49.027000+00:00,b1A,b16,OFF,Manual,Active,None,000000000073485f,00000000000046fb,1,1,1,None,0,FALSE,00000000000000fe,FALSE
azlxmnGFB4EmT5vckCIpmiA,2024-05-21 15:07,2024-05-21 19:07:45.313000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072cef0,00000000000090f7,1,1,1,None,0,FALSE,000000000000009e,FALSE
a5nURC6poZ0G3jQUymtB_5w,2024-05-21 18:14,2024-05-21 22:14:45.060000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072cef1,00000000000090f9,1,1,1,None,0,FALSE,00000000000000de,FALSE
ayTlXFcKdV0G3cGiFkEK9AQ,2024-05-21 18:21,2024-05-21 22:21:06.557000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072cef3,00000000000090fc,1,1,1,None,0,FALSE,0000000000000037,FALSE
a0Lb3a5KLNkKYKzbtUnTBLQ,2024-05-21 18:39,2024-05-21 22:39:43.500000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072cef4,00000000000090fd,1,1,1,None,0,FALSE,0000000000000086,FALSE
a3j803SF97ke6MDq6ev8YFw,2024-05-21 18:46,2024-05-21 22:46:16.863000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072cef6,0000000000009100,1,1,1,None,0,FALSE,00000000000000f6,FALSE
asdACh8ksuk6Q2TbFHtil4w,2024-05-21 22:12,2024-05-22 02:12:25.560000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072cef9,0000000000009109,1,1,1,None,0,FALSE,0000000000000037,FALSE
ayQewZVIzQ0aF1BftR70p_Q,2024-05-22 2:27,2024-05-22 06:27:46.263000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072cf87,000000000000912d,1,1,1,None,0,FALSE,000000000000009e,FALSE
aZOzFoIUBfEqVuAYIIkfA2Q,2024-05-22 12:39,2024-05-22 16:39:09.533000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072f568,0000000000009131,1,1,1,None,0,FALSE,00000000000000b6,FALSE
aYBGGaCq9CEauku-iCQ2rjw,2024-05-22 15:45,2024-05-22 19:45:23.623000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072f88f,0000000000009133,1,1,1,None,0,FALSE,0000000000000096,FALSE
aVsGTY7_czEejchyGyWhYJg,2024-05-22 15:52,2024-05-22 19:52:27.587000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072f8ca,0000000000009136,1,1,1,None,0,FALSE,00000000000000a6,FALSE
a8e9VYAp190OaGfcqvl1wLg,2024-05-22 16:03,2024-05-22 20:03:57.253000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072f905,0000000000009137,1,1,1,None,0,FALSE,00000000000000de,FALSE
azmqqfKUBn0iD9xryE6D_qg,2024-05-22 16:10,2024-05-22 20:10:26.593000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072f93e,000000000000913a,1,1,1,None,0,FALSE,000000000000002f,FALSE
asRkZ3LGx80OEE5admdxK5w,2024-05-22 18:15,2024-05-22 22:15:54.223000+00:00,b1B,b19,OFF,Manual,Active,None,000000000072fbe0,000000000000913f,1,1,1,None,0,FALSE,00000000000000ee,FALSE
aKit6fkjNX0-pd9aT6xptiw,2024-05-22 20:24,2024-05-23 00:24:08.263000+00:00,b1B,b19,OFF,Manual,Active,None,00000000007302dc,0000000000009144,1,1,1,None,0,FALSE,00000000000000ce,FALSE
aSgEi7DgCgE6mfbgt_ffDCw,2024-05-23 6:04,2024-05-23 10:04:56.560000+00:00,b1B,NoDeviceId,OFF,Manual,Active,None,0000000000732dbd,000000000001fd79,1,1,1,None,0,FALSE,00000000000000e0,FALSE
a7rk6BIckLU2ApiCx6QLGTA,2024-05-22 23:44,2024-05-23 03:44:57.733000+00:00,b1C,NoDeviceId,OFF,Manual,Active,None,0000000000730fd4,000000000001fd30,1,1,1,None,0,FALSE,00000000000000d8,FALSE
aBKqPMzEYaUmlayIrvAwXBg,2024-05-22 7:04,2024-05-22 11:04:40.303000+00:00,b1F,NoDeviceId,OFF,Manual,Active,None,000000000072e1ea,000000000001fc34,1,1,1,None,0,FALSE,0000000000000032,FALSE
acxjbagaRuESqrnusoxolnw,2024-05-23 8:43,2024-05-23 12:43:57.025000+00:00,b1F,NoDeviceId,OFF,Manual,Active,None,0000000000733bb7,000000000001fda5,1,1,1,None,0,FALSE,00000000000000d8,FALSE
a7n-TFg6yuECozMbRqWKahA,2024-05-21 8:25,2024-05-21 12:25:52+00:00,b21,b15F,OFF,Manual,Active,None,000000000072ca2e,0000000000004321,1,1,1,None,0,FALSE,00000000000000e6,FALSE
aofvM4KeAEkqeWS30GdKTQg,2024-05-21 12:02,2024-05-21 16:02:10.007000+00:00,b21,b15F,OFF,Manual,Active,None,000000000072ca2f,0000000000004323,1,1,1,None,0,FALSE,000000000000002f,FALSE
aEfmh5pLU4km95VVfZLVHgQ,2024-05-22 2:53,2024-05-22 06:53:38.013000+00:00,b21,b15F,OFF,Manual,Active,None,0000000000731607,0000000000004347,1,1,1,None,0,FALSE,00000000000000ae,FALSE
arXlAZCzd-02uNuwp6QZ9LQ,2024-05-22 7:54,2024-05-22 11:54:49+00:00,b21,b15F,OFF,Manual,Active,None,0000000000731613,0000000000004348,1,1,1,None,0,FALSE,00000000000000a6,FALSE
aZWZMzgJw50CytZrODddVVw,2024-05-22 7:43,2024-05-22 11:43:09.530000+00:00,b2D,b3D,OFF,Manual,Active,None,000000000072e7e0,00000000000058bb,1,1,1,None,0,FALSE,0000000000000066,FALSE
ago9dUZLDwUujFDKTGMnJQw,2024-05-23 2:36,2024-05-23 06:36:14.643000+00:00,b2D,b3D,OFF,Manual,Active,None,0000000000732156,00000000000058d0,1,1,1,None,0,FALSE,000000000000007e,FALSE
aAuIlIud58kueZZE7I2GpMg,2024-05-21 8:05,2024-05-21 12:05:33.910000+00:00,b2E,NoDeviceId,OFF,Manual,Active,None,0000000000729efb,000000000001fb0e,1,1,1,None,0,FALSE,0000000000000090,FALSE
aVyNHIhXc7EKBDGuz5y6lBA,2024-05-22 6:21,2024-05-22 10:21:48.283000+00:00,b2E,NoDeviceId,OFF,Manual,Active,None,000000000072de98,000000000001fc2d,1,1,1,None,0,FALSE,00000000000000a8,FALSE
aCYh3Y629F0KFutCppzMKmw,2024-05-23 4:03,2024-05-23 08:03:21.820000+00:00,b33,NoDeviceId,OFF,Manual,Active,None,00000000007324c7,000000000001fd60,1,1,1,None,0,FALSE,0000000000000052,FALSE
aTfjPrcJcCEWF7OzavJbvtg,2024-05-21 15:13,2024-05-21 19:13:04.577000+00:00,b4A,b8A,OFF,Manual,Active,None,000000000072aa11,0000000000005f4e,1,1,1,None,0,FALSE,0000000000000066,FALSE
aLzVfkGDW302YEULLjFNnTQ,2024-05-21 15:05,2024-05-21 19:05:16.077000+00:00,b52,b14A,OFF,Manual,Active,None,000000000072a961,0000000000001f2a,1,1,1,None,0,FALSE,00000000000000fe,FALSE
as4V1j5j1J0yNjzuwIrVv8w,2024-05-22 8:47,2024-05-22 12:47:41.657000+00:00,b52,b14A,OFF,Manual,Active,None,000000000072e9e7,0000000000001f3a,1,1,1,None,0,FALSE,00000000000000ee,FALSE
aQLOMl_gPAkWY0N8S5YEf4A,2024-05-23 8:17,2024-05-23 12:17:34.800000+00:00,b52,b14A,OFF,Manual,Active,None,0000000000733c7c,0000000000001f6b,1,1,1,None,0,FALSE,00000000000000ee,FALSE
a90iABXxrwkGSHIxa8IlLeA,2024-05-21 18:40,2024-05-21 22:40:04.120000+00:00,b7B,b327,OFF,Manual,Active,None,000000000072ad8a,0000000000003d35,1,1,1,None,0,FALSE,00000000000000ee,FALSE
aFT8coLU3M0uExH_IT67Xug,2024-05-22 18:49,2024-05-22 22:49:42.063000+00:00,b7B,NoDeviceId,OFF,Manual,Active,None,000000000072fc92,000000000001fd0a,1,1,1,None,0,FALSE,00000000000000a9,FALSE
aBvSyG1AciE2EJ5N8X4kYhQ,2024-05-21 17:29,2024-05-21 21:29:00.037000+00:00,bA2,b3,OFF,Manual,Active,None,000000000072d02a,00000000000063ba,1,1,1,None,0,FALSE,0000000000000007,FALSE
akecqcQE9Ikea6ZicIWS-qQ,2024-05-22 9:11,2024-05-22 13:11:37.733000+00:00,bA2,b3,OFF,Manual,Active,None,000000000072ed75,00000000000063db,1,1,1,None,0,FALSE,000000000000001f,FALSE
ampFtlLFXkk2TaqXFq0aZ0g,2024-05-21 22:48,2024-05-22 02:48:43.630000+00:00,bA5,b4F,OFF,Manual,Active,None,000000000072c177,0000000000001ee1,1,1,1,None,0,FALSE,0000000000000016,FALSE
aKpBAqrDYZ0eiBcM9kqIuAg,2024-05-22 3:19,2024-05-22 07:19:38.233000+00:00,bA5,b4F,OFF,Manual,Active,None,000000000072d3c3,0000000000001f03,1,1,1,None,0,FALSE,00000000000000cd,FALSE
aViNHrNAfs0iuCEW3R8iaYA,2024-05-23 5:21,2024-05-23 09:21:00.097000+00:00,bA5,b4F,OFF,Manual,Active,None,0000000000732d39,0000000000001f39,1,1,1,None,0,FALSE,0000000000000056,FALSE
aS8394zbZuEmylte4Du7KYw,2024-05-21 10:26,2024-05-21 14:26:14.490000+00:00,bA6,b45,OFF,Manual,Active,None,000000000072a405,0000000000003b5b,1,1,1,None,0,FALSE,00000000000000f6,FALSE
aSPGd5cctu0SAJBd00vmh8g,2024-05-22 17:34,2024-05-22 21:34:10.297000+00:00,bA6,b7F,OFF,Manual,Active,None,000000000072fac8,0000000000006720,1,1,1,None,0,FALSE,0000000000000066,FALSE
akOAlIRgAyUSb8ntjLyW1ZQ,2024-05-21 9:08,2024-05-21 13:08:25.843000+00:00,bAC,NoDeviceId,OFF,Manual,Active,None,000000000072fdaa,000000000001fb29,1,1,1,None,0,FALSE,0000000000000078,FALSE
a3SfpgEpmL0yB22HBZUMrBw,2024-05-22 7:40,2024-05-22 11:40:00+00:00,bAC,NoDeviceId,OFF,Manual,Active,None,000000000073261a,000000000001fd18,1,1,1,None,0,FALSE,00000000000000f9,FALSE
aBx-vRw_7TE24H45Q1kYuAw,2024-05-23 4:32,2024-05-23 08:32:24.907000+00:00,bAC,NoDeviceId,OFF,Manual,Active,None,00000000007326b3,000000000001fd66,1,1,1,None,0,FALSE,0000000000000008,FALSE
a7kMF7xnIp0mojxYVHZSYVQ,2024-05-22 8:45,2024-05-22 12:45:45.747000+00:00,bAD,NoDeviceId,OFF,Manual,Active,None,000000000072e969,000000000001fc51,1,1,1,None,0,FALSE,00000000000000c7,FALSE
aA6zOxJOBc024JIAIhDT2Ow,2024-05-23 2:29,2024-05-23 06:29:15.970000+00:00,bAD,b14,OFF,Manual,Active,None,0000000000731e2e,000000000000457e,1,1,1,None,0,FALSE,000000000000007e,FALSE
aUwptlufgA0eZjK05uXsj7g,2024-05-23 2:30,2024-05-23 06:30:03.870000+00:00,bAD,b14,OFF,Manual,Active,None,0000000000731e36,0000000000004582,1,1,1,None,0,FALSE,00000000000000a6,FALSE
a54ZfIS3OgEG_21NF9NGOSg,2024-05-22 3:26,2024-05-22 07:26:51.863000+00:00,bAE,b1,OFF,Manual,Active,None,0000000000732a4d,0000000000005f5d,1,1,1,None,0,FALSE,000000000000004e,FALSE
aY-84NZ37cEuZub39c47H7g,2024-05-23 5:17,2024-05-23 09:17:16.587000+00:00,bAE,b1,OFF,Manual,Active,None,0000000000732a5f,0000000000005f92,1,1,1,None,0,FALSE,000000000000006e,FALSE
aRln-0wMZ906UKk5MTdE_oQ,2024-05-21 8:08,2024-05-21 12:08:21.229000+00:00,bB1,b161,OFF,Manual,Active,None,000000000072a7a5,00000000000060fa,1,1,1,None,0,FALSE,000000000000002f,FALSE
asdIqLQZ4kk6QyvMafsNywQ,2024-05-21 11:28,2024-05-21 15:28:55.528000+00:00,bB1,b161,OFF,Manual,Active,None,000000000072a7a9,0000000000006100,1,1,1,None,0,FALSE,000000000000008e,FALSE
a-XfH5r2FY0m08iN13P5iPQ,2024-05-21 11:34,2024-05-21 15:34:53.050000+00:00,bB1,b161,OFF,Manual,Active,None,000000000072a7ac,0000000000006105,1,1,1,None,0,FALSE,00000000000000e6,FALSE
aBk5fO0NX80qcbDf68XGbKQ,2024-05-21 13:18,2024-05-21 17:18:42.648000+00:00,bB1,NoDeviceId,OFF,Manual,Active,None,000000000072a7b3,000000000001fb67,1,1,1,None,0,FALSE,00000000000000c8,FALSE
aJq-4PRg5ZUyX9kA1AlOnWw,2024-05-22 10:47,2024-05-22 14:47:19.628000+00:00,bB1,b37,OFF,Manual,Active,None,000000000072f8a6,00000000000044d6,1,1,1,None,0,FALSE,00000000000000a6,FALSE
awOS2LPKI8ky4h2jZTCOIKQ,2024-05-22 15:47,2024-05-22 19:47:53.177000+00:00,bB1,NoDeviceId,OFF,Manual,Active,None,000000000072f8b1,000000000001fcb7,1,1,1,None,0,FALSE,0000000000000088,FALSE
actXcTUyyX0OzGx7N4d7mEw,2024-05-22 15:48,2024-05-22 19:48:15.414000+00:00,bB1,NoDeviceId,OFF,Manual,Active,None,000000000072f8b3,000000000001fcb9,1,1,1,None,0,FALSE,0000000000000080,FALSE
aSV-b0N0qHEyTM1AFB8TrJA,2024-05-22 13:23,2024-05-22 17:23:09.024000+00:00,bB1,b37,OFF,Manual,Active,None,000000000072f94f,00000000000044e3,1,1,1,None,0,FALSE,0000000000000086,FALSE
aFO1UTlVD-0-ZnRhfr-deUg,2024-05-23 10:42,2024-05-23 14:42:46.802000+00:00,bB1,b2A,OFF,Manual,Active,None,0000000000734402,0000000000001996,1,1,1,None,0,FALSE,000000000000004e,FALSE
agYYWLi-S7ki5jHHx2WGiPQ,2024-05-23 10:46,2024-05-23 14:46:32.975000+00:00,bB1,b2A,OFF,Manual,Active,None,0000000000734472,0000000000001998,1,1,1,None,0,FALSE,0000000000000046,FALSE
auUY-Ieb4WUiXkRDqKsy9Bw,2024-05-21 20:12,2024-05-22 00:12:15.757000+00:00,bB2,NoDeviceId,OFF,Manual,Active,None,000000000072b3c3,000000000001fbbd,1,1,1,None,0,FALSE,0000000000000012,FALSE
as1i49FjldEOTawTd-dM0og,2024-05-22 18:39,2024-05-22 22:39:13.320000+00:00,bB2,NoDeviceId,OFF,Manual,Active,None,000000000072fc44,000000000001fd03,1,1,1,None,0,FALSE,00000000000000e9,FALSE
aGWe2ci-OaUWXOi0gGh85Ig,2024-05-21 19:20,2024-05-21 23:20:32.660000+00:00,bB5,NoDeviceId,OFF,Manual,Active,None,000000000072b076,000000000001fbb4,1,1,1,None,0,FALSE,0000000000000011,FALSE
acQI-ydEAukmWLc_51egWog,2024-05-22 19:48,2024-05-22 23:48:50.370000+00:00,bB5,NoDeviceId,OFF,Manual,Active,None,000000000072ffa4,000000000001fd1e,1,1,1,None,0,FALSE,00000000000000e8,FALSE
aBqyQyMFWPkKWu2GEbnSyVQ,2024-05-22 18:49,2024-05-22 22:49:07.257000+00:00,bB7,NoDeviceId,OFF,Manual,Active,None,000000000072fc74,000000000001fd07,1,1,1,None,0,FALSE,0000000000000080,FALSE
a5pDaZo9rbkuXL3tgit4pUg,2024-05-22 20:24,2024-05-23 00:24:40.990000+00:00,bB7,NoDeviceId,OFF,Manual,Active,None,00000000007301e5,000000000001fd24,1,1,1,None,0,FALSE,00000000000000e0,FALSE
aaEGLCtS7wkOVn2HdHjwRQw,2024-05-21 8:17,2024-05-21 12:17:22.127000+00:00,bC0,b71,OFF,Manual,Active,None,0000000000729fc7,0000000000006fe7,1,1,1,None,0,FALSE,0000000000000037,FALSE
awVR017pmXEi7zb4icd4nUQ,2024-05-22 8:45,2024-05-22 12:45:42.183000+00:00,bC0,b71,OFF,Manual,Active,None,000000000072e973,000000000000701e,1,1,1,None,0,FALSE,00000000000000d6,FALSE
ad50L7BatwUqZMJNr3t57aA,2024-05-23 7:05,2024-05-23 11:05:43.863000+00:00,bC0,b71,OFF,Manual,Active,None,00000000007334e2,000000000000705c,1,1,1,None,0,FALSE,000000000000003f,FALSE
aQ7QGreXqf02HMm9LdTIcpQ,2024-05-22 0:19,2024-05-22 04:19:33.087000+00:00,bC1,b2B,OFF,Manual,Active,None,000000000072ca75,0000000000005f8d,1,1,1,None,0,FALSE,000000000000004e,FALSE
azIOmDwRb4E6xjKkIu0ZxAQ,2024-05-22 0:46,2024-05-22 04:46:36.323000+00:00,bC1,b2B,OFF,Manual,Active,None,000000000072ca7d,0000000000005f8c,1,1,1,None,0,FALSE,0000000000000066,FALSE
auzdvZwi7i0mQEWEDAmhdgw,2024-05-22 5:19,2024-05-22 09:19:49.212000+00:00,bC1,b2B,OFF,Manual,Active,None,000000000072fb28,0000000000005f9d,1,1,1,None,0,FALSE,000000000000002e,FALSE
a0SRfg5rFYEybugTvPBhQtg,2024-05-22 20:08,2024-05-23 00:08:20.220000+00:00,bC1,b2B,OFF,Manual,Active,None,00000000007304d7,0000000000005fae,1,1,1,None,0,FALSE,0000000000000086,FALSE
axp_xHdQRfkOc5FUAXXLuEw,2024-05-23 1:27,2024-05-23 05:27:20.977000+00:00,bC1,b2B,OFF,Manual,Active,None,00000000007319b4,0000000000005fda,1,1,1,None,0,FALSE,00000000000000b6,FALSE
a7fZ-kMPknE6Ms96aKhnLkA,2024-05-22 4:36,2024-05-22 08:36:08.030000+00:00,bC3,b58,OFF,Manual,Active,None,0000000000730145,0000000000007caf,1,1,1,None,0,FALSE,000000000000004e,FALSE
aje1Go0OJMUSAS_irzTFv4A,2024-05-23 3:08,2024-05-23 07:08:49.063000+00:00,bC3,b58,OFF,Manual,Active,None,0000000000732103,0000000000007cd3,1,1,1,None,0,FALSE,000000000000006e,FALSE
aSwzkLmmc0EarERg95qw1Sg,2024-05-21 8:09,2024-05-21 12:09:57.254000+00:00,bCD,bF,OFF,Manual,Active,None,000000000072df0b,0000000000009a40,1,1,1,None,0,FALSE,000000000000008d,FALSE
aSxkfOHGNyECjcOZOWzR1OA,2024-05-22 6:34,2024-05-22 10:34:37.227000+00:00,bCD,bF,OFF,Manual,Active,None,000000000073054b,0000000000009a66,1,1,1,None,0,FALSE,00000000000000e5,FALSE
aed3rMPItKUGbwCVk5rPZmQ,2024-05-23 9:17,2024-05-23 13:17:41.357000+00:00,bCD,bF,OFF,Manual,Active,None,0000000000733e18,0000000000009abe,1,1,1,None,0,FALSE,00000000000000e5,FALSE
aNXENzwN2x0qJFG0ng-H6og,2024-05-21 13:55,2024-05-21 17:55:22.297000+00:00,bCF,b2C,OFF,Manual,Active,None,000000000072a8a4,00000000000044a3,1,1,1,None,0,FALSE,0000000000000085,FALSE
a41OqWqbrxUC05p7o6WQdCQ,2024-05-22 18:16,2024-05-22 22:16:39.557000+00:00,bCF,b45,OFF,Manual,Active,None,0000000000731be5,0000000000003b8e,1,1,1,None,0,FALSE,0000000000000036,FALSE
a9QjF2VtpiEOIwK82S0Ck3g,2024-05-21 10:57,2024-05-21 14:57:05.344000+00:00,bD2,NoDeviceId,OFF,Manual,Active,None,000000000072a42a,000000000001fb3f,1,1,1,None,0,FALSE,00000000000000d8,FALSE
ahtdenVhJI0WyTNNwOmcIDQ,2024-05-22 8:49,2024-05-22 12:49:41.930000+00:00,bD2,NoDeviceId,OFF,Manual,Active,None,000000000072e9ff,000000000001fc56,1,1,1,None,0,FALSE,00000000000000d0,FALSE
ahz_KxsdjZUGVosK1WlgPfQ,2024-05-23 10:04,2024-05-23 14:04:17.284000+00:00,bD2,NoDeviceId,OFF,Manual,Active,None,0000000000734159,000000000001fdad,1,1,1,None,0,FALSE,00000000000000c0,FALSE
aDnpLKOz_t0-MulNU-4xauA,2024-05-22 4:38,2024-05-22 08:38:35.920000+00:00,bD6,NoDeviceId,OFF,Manual,Active,None,000000000072d7de,000000000001fc0c,1,1,1,None,0,FALSE,00000000000000a8,FALSE
aEGn0Gc68a0edKjbkbgX5FA,2024-05-22 8:33,2024-05-22 12:33:22.443000+00:00,bDA,b175,OFF,Manual,Active,None,000000000072e8aa,0000000000006570,1,1,1,None,0,FALSE,0000000000000066,FALSE
aM8eK3fLx3kunffoOV2kDSA,2024-05-23 9:01,2024-05-23 13:01:26.468000+00:00,bDA,b175,OFF,Manual,Active,None,0000000000733cd9,00000000000065ac,1,1,1,None,0,FALSE,000000000000006e,FALSE
ah4rxjQ8e0Uyw5H9TaLJamw,2024-05-21 23:12,2024-05-22 03:12:25.573000+00:00,bDB,b81,OFF,Manual,Active,None,000000000072d7ba,00000000000080a5,1,1,1,None,0,FALSE,000000000000004e,FALSE
amEcGeEa5VkSLYDSwAhjiQg,2024-05-22 4:38,2024-05-22 08:38:20.247000+00:00,bDB,b81,OFF,Manual,Active,None,000000000072dad5,00000000000080d8,1,1,1,None,0,FALSE,000000000000000e,FALSE
aiC4xLuUlNUO-JmG7YXY6Dw,2024-05-22 21:35,2024-05-23 01:35:59.503000+00:00,bDB,b81,OFF,Manual,Active,None,000000000073297d,00000000000080e1,1,1,1,None,0,FALSE,0000000000000026,FALSE
aKeWZjCEdGEmHoHRmTYfOww,2024-05-23 2:00,2024-05-23 06:00:47.173000+00:00,bDB,b81,OFF,Manual,Active,None,0000000000732980,0000000000008104,1,1,1,None,0,FALSE,0000000000000076,FALSE
aFkwWZO99FkW9Ke4npQN7XA,2024-05-23 3:33,2024-05-23 07:33:34.493000+00:00,bDB,b81,OFF,Manual,Active,None,0000000000732985,000000000000810f,1,1,1,None,0,FALSE,000000000000000e,FALSE
af16AB7pzLU2JgelVdiPFdw,2024-05-23 5:08,2024-05-23 09:08:56.363000+00:00,bDB,b81,OFF,Manual,Active,None,0000000000732c78,0000000000008116,1,1,1,None,0,FALSE,00000000000000cd,FALSE
aMeootgHgzEiVs4lLLnyW0w,2024-05-21 9:12,2024-05-21 13:12:44.880000+00:00,bDD,NoDeviceId,OFF,Manual,Active,None,000000000072a1de,000000000001fb2c,1,1,1,None,0,FALSE,00000000000000a8,FALSE
axPvuqfuCdEOH6D9FLkwMzA,2024-05-22 11:52,2024-05-22 15:52:23.657000+00:00,bDD,NoDeviceId,OFF,Manual,Active,None,000000000072f3eb,000000000001fc89,1,1,1,None,0,FALSE,0000000000000048,FALSE
a8IKV9YtTG0eWwp8WMIaeOg,2024-05-23 8:29,2024-05-23 12:29:48.237000+00:00,bDD,NoDeviceId,OFF,Manual,Active,None,0000000000733a9b,000000000001fda2,1,1,1,None,0,FALSE,0000000000000010,FALSE
a9bSqBBJ1MkK7vLzk232SOg,2024-05-21 16:11,2024-05-21 20:11:12.287000+00:00,bDE,b55,OFF,Manual,Active,None,000000000072cb2b,0000000000007298,1,1,1,None,0,FALSE,00000000000000b6,FALSE
aD0fy9XlkskGIENMxTcFttA,2024-05-21 16:24,2024-05-21 20:24:55.187000+00:00,bDE,b55,OFF,Manual,Active,None,000000000072cb2d,000000000000729d,1,1,1,None,0,FALSE,000000000000000e,FALSE
a3t8O3KKn6EaI--SuftgzBQ,2024-05-21 19:40,2024-05-21 23:40:47.833000+00:00,bDE,b55,OFF,Manual,Active,None,000000000072cb32,00000000000072a9,1,1,1,None,0,FALSE,000000000000001e,FALSE
aEisN242xwkC87P5frNc6kw,2024-05-22 1:14,2024-05-22 05:14:20.243000+00:00,bDE,b55,OFF,Manual,Active,None,0000000000732b0b,00000000000072d6,1,1,1,None,0,FALSE,0000000000000066,FALSE
aobUaeTKOuEm9vq0g2w16jA,2024-05-22 1:22,2024-05-22 05:22:46.517000+00:00,bDE,b55,OFF,Manual,Active,None,0000000000732b0d,00000000000072db,1,1,1,None,0,FALSE,000000000000001e,FALSE
afg0vL_XTakG-e52dJgUM5w,2024-05-22 16:03,2024-05-22 20:03:23.547000+00:00,bDE,b55,OFF,Manual,Active,None,0000000000732b0f,00000000000072e0,1,1,1,None,0,FALSE,0000000000000056,FALSE
aIG3kr7ZUnkWXjDzSf3pK5A,2024-05-22 16:28,2024-05-22 20:28:11.007000+00:00,bDE,b55,OFF,Manual,Active,None,0000000000732b11,00000000000072e3,1,1,1,None,0,FALSE,0000000000000076,FALSE
alytFLSWvM0Skey7M8Mp4YQ,2024-05-22 17:31,2024-05-22 21:31:02.037000+00:00,bDE,b55,OFF,Manual,Active,None,0000000000732b14,00000000000072e8,1,1,1,None,0,FALSE,000000000000004e,FALSE
a0gSnpsk2rkST9q64zbk6vg,2024-05-22 19:42,2024-05-22 23:42:45.567000+00:00,bDE,b55,OFF,Manual,Active,None,0000000000732b17,00000000000072ed,1,1,1,None,0,FALSE,0000000000000026,FALSE
aszuoN1Q38U-IF3QMi9CWVw,2024-05-23 5:23,2024-05-23 09:23:58.757000+00:00,bDE,NoDeviceId,OFF,Manual,Active,None,0000000000732b1c,000000000001fd75,1,1,1,None,0,FALSE,00000000000000ef,FALSE
aUEE9uERY10qagDbwfwIWXQ,2024-05-21 11:57,2024-05-21 15:57:35.740000+00:00,bE1,b7F,OFF,Manual,Active,None,000000000072abc8,00000000000066cf,1,1,1,None,0,FALSE,00000000000000cd,FALSE
abiY-wk-ixUmz030CgKykxw,2024-05-22 10:29,2024-05-22 14:29:49.877000+00:00,bE1,b7F,OFF,Manual,Active,None,000000000072f06f,0000000000006700,1,1,1,None,0,FALSE,00000000000000ed,FALSE
aTuPenTG0v0q_tAb1FStHCw,2024-05-22 10:30,2024-05-22 14:30:11.987000+00:00,bE1,b7F,OFF,Manual,Active,None,000000000072f076,0000000000006703,1,1,1,None,0,FALSE,0000000000000056,FALSE
af6_HLpFzLESLkz5HSGN55Q,2024-05-23 8:49,2024-05-23 12:49:18.837000+00:00,bE1,b7F,OFF,Manual,Active,None,0000000000733bfe,0000000000006744,1,1,1,None,0,FALSE,00000000000000d5,FALSE
af7SHBOh03U6LTkDj5qTPoA,2024-05-23 8:49,2024-05-23 12:49:41.417000+00:00,bE1,b7F,OFF,Manual,Active,None,0000000000733c05,0000000000006747,1,1,1,None,0,FALSE,0000000000000036,FALSE
at4SqL4-jqUC8wvyXI5EexA,2024-05-21 16:21,2024-05-21 20:21:34.713000+00:00,bE2,b62,OFF,Manual,Active,None,000000000072ebc8,0000000000004ffe,1,1,1,None,0,FALSE,000000000000003f,FALSE
aXY--Y8hHYUuiU4RVg5gYow,2024-05-22 17:38,2024-05-22 21:38:34.930000+00:00,bE2,b62,OFF,Manual,Active,None,0000000000733806,0000000000005023,1,1,1,None,0,FALSE,000000000000008e,FALSE
a3BpOoKouJ0-4R8eV7Ngipg,2024-05-23 1:01,2024-05-23 05:01:36.843000+00:00,bE4,b14F,OFF,Manual,Active,None,000000000073182a,0000000000006e9f,1,1,1,None,0,FALSE,000000000000000e,FALSE
aFkGC4vka8UuR78yI4a8Zcw,2024-05-22 2:53,2024-05-22 06:53:18.130000+00:00,bE6,b3B,OFF,Manual,Active,None,000000000072f856,0000000000006307,1,1,1,None,0,FALSE,0000000000000026,FALSE
azshMT1oip06PJgfgU1NUQQ,2024-05-22 2:53,2024-05-22 06:53:30.207000+00:00,bE6,b3B,OFF,Manual,Active,None,000000000072f861,000000000000630b,1,1,1,None,0,FALSE,0000000000000076,FALSE
ao0V9S1R-IkeO61MI43fA-Q,2024-05-22 20:24,2024-05-23 00:24:18.070000+00:00,bE6,b3B,OFF,Manual,Active,None,0000000000731851,0000000000006324,1,1,1,None,0,FALSE,000000000000006e,FALSE
apL3me-IsokWDuPg4aSS-LQ,2024-05-23 5:47,2024-05-23 09:47:50.692000+00:00,bE6,b3B,OFF,Manual,Active,None,0000000000732c63,0000000000006339,1,1,1,None,0,FALSE,000000000000003e,FALSE
